InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567550,48187,DOORMAT NEW ENGLAND,3,8/30/2011 15:00,7.95,17015.0,United Kingdom
567550,22748,POPPY'S PLAYHOUSE KITCHEN,48,8/30/2011 15:00,2.1,17015.0,United Kingdom
567625,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,8/31/2011 10:16,3.39,13386.0,United Kingdom
567625,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,8/31/2011 10:16,3.39,13386.0,United Kingdom
567625,22423,REGENCY CAKESTAND 3 TIER,4,8/31/2011 10:16,12.75,13386.0,United Kingdom
567625,48187,DOORMAT NEW ENGLAND,3,8/31/2011 10:16,7.95,13386.0,United Kingdom
567625,47566,PARTY BUNTING,8,8/31/2011 10:16,4.95,13386.0,United Kingdom
567625,22752,SET 7 BABUSHKA NESTING BOXES,48,8/31/2011 10:16,7.65,13386.0,United Kingdom
567625,48187,DOORMAT NEW ENGLAND,1,8/31/2011 10:16,7.95,13386.0,United Kingdom
567625,22632,HAND WARMER RED POLKA DOT,2,8/31/2011 10:16,1.85,13386.0,United Kingdom
567625,22745,POPPY'S PLAYHOUSE BEDROOM,48,8/31/2011 10:16,2.1,13386.0,United Kingdom
567625,22197,SMALL POPCORN HOLDER,4,8/31/2011 10:16,0.85,13386.0,United Kingdom
567625,22960,JAM MAKING SET WITH JARS,48,8/31/2011 10:16,4.25,13386.0,United Kingdom
567625,21212,PACK OF 72 RETROSPOT CAKE CASES,1,8/31/2011 10:16,0.55,13386.0,United Kingdom
567625,20725,LUNCH BAG RED RETROSPOT,4,8/31/2011 10:16,1.65,13386.0,United Kingdom
567625,22613,PACK OF 20 SPACEBOY NAPKINS,24,8/31/2011 10:16,0.85,13386.0,United Kingdom
567625,21212,PACK OF 72 RETROSPOT CAKE CASES,1,8/31/2011 10:16,0.55,13386.0,United Kingdom
567625,22913,RED COAT RACK PARIS FASHION,12,8/31/2011 10:16,4.95,13386.0,United Kingdom
567625,22633,HAND WARMER UNION JACK,1,8/31/2011 10:16,1.85,13386.0,United Kingdom
567696,21212,PACK OF 72 RETROSPOT CAKE CASES,6,8/31/2011 17:15,0.55,,United Kingdom
567696,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,8/31/2011 17:15,4.95,,United Kingdom
567696,22745,,8,8/31/2011 17:15,2.1,,United Kingdom
567696,22197,SMALL POPCORN HOLDER,12,8/31/2011 17:15,0.85,,United Kingdom
567696,71053,WHITE METAL LANTERN,8,8/31/2011 17:15,3.39,,United Kingdom
567696,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,8/31/2011 17:15,4.25,,United Kingdom
567696,21212,PACK OF 72 RETROSPOT CAKE CASES,8,8/31/2011 17:15,0.55,,United Kingdom
567761,21777,RECIPE BOX WITH METAL HEART,6,9/1/2011 8:10,7.95,,United Kingdom
567761,22197,SMALL POPCORN HOLDER,48,9/1/2011 8:10,0.85,,United Kingdom
567761,23084,RABBIT NIGHT LIGHT,12,9/1/2011 8:10,2.08,,United Kingdom
567761,22613,PACK OF 20 SPACEBOY NAPKINS,4,9/1/2011 8:10,0.85,,United Kingdom
567834,22310,IVORY KNITTED MUG COSY,1,9/1/2011 12:20,1.65,14105.0,Germany
567834,84029E,RED WOOLLY HOTTIE WHITE HEART.,48,9/1/2011 12:20,3.39,14105.0,Germany
567834,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,9/1/2011 12:20,3.39,14105.0,Germany
567834,22613,PACK OF 20 SPACEBOY NAPKINS,3,9/1/2011 12:20,0.85,14105.0,Germany
567834,20725,LUNCH BAG RED RETROSPOT,4,9/1/2011 12:20,1.65,14105.0,Germany
567834,21754,HOME BUILDING BLOCK WORD,1,9/1/2011 12:20,5.95,14105.0,Germany
567834,84879,ASSORTED COLOUR BIRD ORNAMENT,48,9/1/2011 12:20,1.69,14105.0,Germany
567834,21754,HOME BUILDING BLOCK WORD,2,9/1/2011 12:20,5.95,14105.0,Germany
567834,48187,DOORMAT NEW ENGLAND,6,9/1/2011 12:20,7.95,14105.0,Germany
567834,20725,LUNCH BAG RED RETROSPOT,8,9/1/2011 12:20,1.65,14105.0,Germany
567834,23084,RABBIT NIGHT LIGHT,1,9/1/2011 12:20,2.08,14105.0,Germany
567834,21777,RECIPE BOX WITH METAL HEART,8,9/1/2011 12:20,7.95,14105.0,Germany
C567907,21754,HOME BUILDING BLOCK WORD,-3,9/2/2011 10:06,5.95,13411.0,United Kingdom
C567907,22423,REGENCY CAKESTAND 3 TIER,-2,9/2/2011 10:06,12.75,13411.0,United Kingdom
C567907,22623,BOX OF VINTAGE JIGSAW BLOCKS,-6,9/2/2011 10:06,4.95,13411.0,United Kingdom
C567907,22613,PACK OF 20 SPACEBOY NAPKINS,-2,9/2/2011 10:06,0.85,13411.0,United Kingdom
C567907,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-12,9/2/2011 10:06,4.25,13411.0,United Kingdom
C567907,48187,DOORMAT NEW ENGLAND,-3,9/2/2011 10:06,7.95,13411.0,United Kingdom
C567907,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-12,9/2/2011 10:06,4.25,13411.0,United Kingdom
C567907,71053,WHITE METAL LANTERN,-6,9/2/2011 10:06,3.39,13411.0,United Kingdom
C567907,22310,IVORY KNITTED MUG COSY,-4,9/2/2011 10:06,1.65,13411.0,United Kingdom
C567907,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,9/2/2011 10:06,2.55,13411.0,United Kingdom
C567907,22310,IVORY KNITTED MUG COSY,-6,9/2/2011 10:06,1.65,13411.0,United Kingdom
C567907,23084,RABBIT NIGHT LIGHT,-3,9/2/2011 10:06,2.08,13411.0,United Kingdom
C567907,47566,PARTY BUNTING,-3,9/2/2011 10:06,4.95,13411.0,United Kingdom
C567907,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-4,9/2/2011 10:06,4.25,13411.0,United Kingdom
C567907,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-3,9/2/2011 10:06,4.95,13411.0,United Kingdom
C567907,22310,IVORY KNITTED MUG COSY,-24,9/2/2011 10:06,1.65,13411.0,United Kingdom
C567907,23084,RABBIT NIGHT LIGHT,-3,9/2/2011 10:06,2.08,13411.0,United Kingdom
C567907,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-24,9/2/2011 10:06,4.25,13411.0,United Kingdom
C567907,22632,HAND WARMER RED POLKA DOT,-3,9/2/2011 10:06,1.85,13411.0,United Kingdom
C567907,22633,HAND WARMER UNION JACK,-1,9/2/2011 10:06,1.85,13411.0,United Kingdom
C567907,22960,JAM MAKING SET WITH JARS,-48,9/2/2011 10:06,4.25,13411.0,United Kingdom
567969,84879,ASSORTED COLOUR BIRD ORNAMENT,3,9/2/2011 16:25,1.69,,United Kingdom
567969,22748,POPPY'S PLAYHOUSE KITCHEN,3,9/2/2011 16:25,2.1,,United Kingdom
567969,84879,ASSORTED COLOUR BIRD ORNAMENT,2,9/2/2011 16:25,1.69,,United Kingdom
567969,21754,HOME BUILDING BLOCK WORD,6,9/2/2011 16:25,5.95,,United Kingdom
567969,84406B,CREAM CUPID HEARTS COAT HANGER,48,9/2/2011 16:25,2.75,,United Kingdom
567969,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,9/2/2011 16:25,4.25,,United Kingdom
567969,22752,SET 7 BABUSHKA NESTING BOXES,2,9/2/2011 16:25,7.65,,United Kingdom
567969,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,9/2/2011 16:25,4.25,,United Kingdom
567969,22423,REGENCY CAKESTAND 3 TIER,2,9/2/2011 16:25,12.75,,United Kingdom
567969,21777,RECIPE BOX WITH METAL HEART,6,9/2/2011 16:25,7.95,,United Kingdom
567969,84879,ASSORTED COLOUR BIRD ORNAMENT,48,9/2/2011 16:25,1.69,,United Kingdom
567969,22310,IVORY KNITTED MUG COSY,3,9/2/2011 16:25,1.65,,United Kingdom
567969,22632,HAND WARMER RED POLKA DOT,3,9/2/2011 16:25,1.85,,United Kingdom
567969,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,9/2/2011 16:25,4.25,,United Kingdom
567969,71053,WHITE METAL LANTERN,48,9/2/2011 16:25,3.39,,United Kingdom
567969,22748,POPPY'S PLAYHOUSE KITCHEN,1,9/2/2011 16:25,2.1,,United Kingdom
567969,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/2/2011 16:25,2.55,,United Kingdom
567969,22752,SET 7 BABUSHKA NESTING BOXES,12,9/2/2011 16:25,7.65,,United Kingdom
567969,20725,LUNCH BAG RED RETROSPOT,48,9/2/2011 16:25,1.65,,United Kingdom
567969,22633,HAND WARMER UNION JACK,6,9/2/2011 16:25,1.85,,United Kingdom
567969,21755,LOVE BUILDING BLOCK WORD,2,9/2/2011 16:25,5.95,,United Kingdom
568047,22913,RED COAT RACK PARIS FASHION,1,9/3/2011 10:41,4.95,12547.0,United Kingdom
568047,48187,DOORMAT NEW ENGLAND,48,9/3/2011 10:41,7.95,12547.0,United Kingdom
568047,21212,PACK OF 72 RETROSPOT CAKE CASES,6,9/3/2011 10:41,0.55,12547.0,United Kingdom
568047,22748,POPPY'S PLAYHOUSE KITCHEN,48,9/3/2011 10:41,2.1,12547.0,United Kingdom
568047,84406B,CREAM CUPID HEARTS COAT HANGER,24,9/3/2011 10:41,2.75,12547.0,United Kingdom
568047,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,9/3/2011 10:41,3.39,12547.0,United Kingdom
568047,21754,HOME BUILDING BLOCK WORD,8,9/3/2011 10:41,5.95,12547.0,United Kingdom
568047,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,9/3/2011 10:41,4.95,12547.0,United Kingdom
568047,71053,WHITE METAL LANTERN,4,9/3/2011 10:41,3.39,12547.0,United Kingdom
568047,22913,RED COAT RACK PARIS FASHION,4,9/3/2011 10:41,4.95,12547.0,United Kingdom
568047,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,9/3/2011 10:41,4.25,12547.0,United Kingdom
C568102,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-48,9/4/2011 8:46,3.39,17888.0,United Kingdom
C568102,84406B,CREAM CUPID HEARTS COAT HANGER,-12,9/4/2011 8:46,2.75,17888.0,United Kingdom
C568102,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-24,9/4/2011 8:46,4.25,17888.0,United Kingdom
C568102,22632,HAND WARMER RED POLKA DOT,-1,9/4/2011 8:46,1.85,17888.0,United Kingdom
C568102,84879,ASSORTED COLOUR BIRD ORNAMENT,-3,9/4/2011 8:46,1.69,17888.0,United Kingdom
C568102,20725,LUNCH BAG RED RETROSPOT,-2,9/4/2011 8:46,1.65,17888.0,United Kingdom
C568102,85099B,JUMBO BAG RED RETROSPOT,-24,9/4/2011 8:46,1.95,17888.0,United Kingdom
C568102,84029E,RED WOOLLY HOTTIE WHITE HEART.,-48,9/4/2011 8:46,3.39,17888.0,United Kingdom
C568102,47566,PARTY BUNTING,-24,9/4/2011 8:46,4.95,17888.0,United Kingdom
C568102,22197,SMALL POPCORN HOLDER,-1,9/4/2011 8:46,0.85,17888.0,United Kingdom
C568102,84406B,CREAM CUPID HEARTS COAT HANGER,-24,9/4/2011 8:46,2.75,17888.0,United Kingdom
C568102,21777,RECIPE BOX WITH METAL HEART,-12,9/4/2011 8:46,7.95,17888.0,United Kingdom
C568102,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-12,9/4/2011 8:46,4.25,17888.0,United Kingdom
C568102,20725,LUNCH BAG RED RETROSPOT,-4,9/4/2011 8:46,1.65,17888.0,United Kingdom
C568102,22752,SET 7 BABUSHKA NESTING BOXES,-4,9/4/2011 8:46,7.65,17888.0,United Kingdom
568156,22423,REGENCY CAKESTAND 3 TIER,6,9/4/2011 15:47,12.75,16285.0,United Kingdom
568156,47566,PARTY BUNTING,24,9/4/2011 15:47,4.95,16285.0,United Kingdom
568156,21777,RECIPE BOX WITH METAL HEART,4,9/4/2011 15:47,7.95,16285.0,United Kingdom
568156,21212,PACK OF 72 RETROSPOT CAKE CASES,8,9/4/2011 15:47,0.55,16285.0,United Kingdom
568156,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,9/4/2011 15:47,4.25,16285.0,United Kingdom
568156,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/4/2011 15:47,1.69,16285.0,United Kingdom
568156,21777,RECIPE BOX WITH METAL HEART,2,9/4/2011 15:47,7.95,16285.0,United Kingdom
568156,71053,WHITE METAL LANTERN,12,9/4/2011 15:47,3.39,16285.0,United Kingdom
568156,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,9/4/2011 15:47,4.95,16285.0,United Kingdom
568156,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,9/4/2011 15:47,4.95,16285.0,United Kingdom
568203,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,9/5/2011 10:13,3.39,,United Kingdom
568203,84879,ASSORTED COLOUR BIRD ORNAMENT,1,9/5/2011 10:13,1.69,,United Kingdom
568203,85099B,JUMBO BAG RED RETROSPOT,12,9/5/2011 10:13,1.95,,United Kingdom
568203,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,9/5/2011 10:13,3.39,,United Kingdom
568203,22613,PACK OF 20 SPACEBOY NAPKINS,2,9/5/2011 10:13,0.85,,United Kingdom
568279,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,9/5/2011 14:05,4.95,13634.0,United Kingdom
568279,21212,PACK OF 72 RETROSPOT CAKE CASES,48,9/5/2011 14:05,0.55,13634.0,United Kingdom
568279,22752,SET 7 BABUSHKA NESTING BOXES,8,9/5/2011 14:05,7.65,13634.0,United Kingdom
568279,84879,ASSORTED COLOUR BIRD ORNAMENT,48,9/5/2011 14:05,1.69,13634.0,United Kingdom
568279,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,9/5/2011 14:05,4.25,13634.0,United Kingdom
568279,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,9/5/2011 14:05,3.39,13634.0,United Kingdom
568279,48187,DOORMAT NEW ENGLAND,3,9/5/2011 14:05,7.95,13634.0,United Kingdom
568279,48187,DOORMAT NEW ENGLAND,8,9/5/2011 14:05,7.95,13634.0,United Kingdom
568279,48187,DOORMAT NEW ENGLAND,4,9/5/2011 14:05,7.95,13634.0,United Kingdom
568279,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,9/5/2011 14:05,4.25,13634.0,United Kingdom
568279,22633,HAND WARMER UNION JACK,24,9/5/2011 14:05,1.85,13634.0,United Kingdom
568279,22633,HAND WARMER UNION JACK,12,9/5/2011 14:05,1.85,13634.0,United Kingdom
568279,22197,SMALL POPCORN HOLDER,1,9/5/2011 14:05,0.85,13634.0,United Kingdom
568279,22310,IVORY KNITTED MUG COSY,48,9/5/2011 14:05,1.65,13634.0,United Kingdom
568279,47566,PARTY BUNTING,4,9/5/2011 14:05,4.95,13634.0,United Kingdom
568279,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,9/5/2011 14:05,4.25,13634.0,United Kingdom
568279,47566,PARTY BUNTING,4,9/5/2011 14:05,4.95,13634.0,United Kingdom
568279,20725,LUNCH BAG RED RETROSPOT,4,9/5/2011 14:05,1.65,13634.0,United Kingdom
568321,22633,HAND WARMER UNION JACK,24,9/6/2011 8:07,1.85,13774.0,United Kingdom
568321,85099B,JUMBO BAG RED RETROSPOT,8,9/6/2011 8:07,1.95,13774.0,United Kingdom
568321,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,9/6/2011 8:07,3.39,13774.0,United Kingdom
568321,20725,LUNCH BAG RED RETROSPOT,24,9/6/2011 8:07,1.65,13774.0,United Kingdom
568321,22633,HAND WARMER UNION JACK,6,9/6/2011 8:07,1.85,13774.0,United Kingdom
568321,22748,POPPY'S PLAYHOUSE KITCHEN,12,9/6/2011 8:07,2.1,13774.0,United Kingdom
568321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/6/2011 8:07,2.55,13774.0,United Kingdom
568321,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,9/6/2011 8:07,3.39,13774.0,United Kingdom
568321,22960,JAM MAKING SET WITH JARS,48,9/6/2011 8:07,4.25,13774.0,United Kingdom
568321,22197,SMALL POPCORN HOLDER,1,9/6/2011 8:07,0.85,13774.0,United Kingdom
568321,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,9/6/2011 8:07,3.39,13774.0,United Kingdom
568321,85099B,JUMBO BAG RED RETROSPOT,4,9/6/2011 8:07,1.95,13774.0,United Kingdom
568321,22423,REGENCY CAKESTAND 3 TIER,24,9/6/2011 8:07,12.75,13774.0,United Kingdom
568321,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,9/6/2011 8:07,4.25,13774.0,United Kingdom
568321,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,9/6/2011 8:07,3.39,13774.0,United Kingdom
568321,22748,POPPY'S PLAYHOUSE KITCHEN,6,9/6/2011 8:07,2.1,13774.0,United Kingdom
568321,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,9/6/2011 8:07,3.39,13774.0,United Kingdom
568380,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,22423,REGENCY CAKESTAND 3 TIER,2,9/6/2011 14:40,12.75,14382.0,United Kingdom
568380,47566,PARTY BUNTING,6,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,22752,SET 7 BABUSHKA NESTING BOXES,12,9/6/2011 14:40,7.65,14382.0,United Kingdom
568380,22632,HAND WARMER RED POLKA DOT,3,9/6/2011 14:40,1.85,14382.0,United Kingdom
568380,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,9/6/2011 14:40,4.25,14382.0,United Kingdom
568380,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,9/6/2011 14:40,4.25,14382.0,United Kingdom
568380,20725,LUNCH BAG RED RETROSPOT,48,9/6/2011 14:40,1.65,14382.0,United Kingdom
568380,22960,JAM MAKING SET WITH JARS,4,9/6/2011 14:40,4.25,14382.0,United Kingdom
568380,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,9/6/2011 14:40,3.39,14382.0,United Kingdom
568380,22623,BOX OF VINTAGE JIGSAW BLOCKS,12,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,22632,HAND WARMER RED POLKA DOT,12,9/6/2011 14:40,1.85,14382.0,United Kingdom
568380,22913,RED COAT RACK PARIS FASHION,4,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/6/2011 14:40,1.69,14382.0,United Kingdom
568380,22960,JAM MAKING SET WITH JARS,12,9/6/2011 14:40,4.25,14382.0,United Kingdom
568380,47566,PARTY BUNTING,48,9/6/2011 14:40,4.95,14382.0,United Kingdom
568380,21755,LOVE BUILDING BLOCK WORD,24,9/6/2011 14:40,5.95,14382.0,United Kingdom
568380,20725,LUNCH BAG RED RETROSPOT,4,9/6/2011 14:40,1.65,14382.0,United Kingdom
568380,84406B,CREAM CUPID HEARTS COAT HANGER,8,9/6/2011 14:40,2.75,14382.0,United Kingdom
568380,21777,RECIPE BOX WITH METAL HEART,4,9/6/2011 14:40,7.95,14382.0,United Kingdom
568380,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,9/6/2011 14:40,4.25,14382.0,United Kingdom
568451,84406B,CREAM CUPID HEARTS COAT HANGER,12,9/6/2011 17:30,2.75,18115.0,United Kingdom
568451,22748,POPPY'S PLAYHOUSE KITCHEN,12,9/6/2011 17:30,2.1,18115.0,United Kingdom
568451,23084,RABBIT NIGHT LIGHT,6,9/6/2011 17:30,2.08,18115.0,United Kingdom
568451,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,9/6/2011 17:30,4.95,18115.0,United Kingdom
568451,21212,PACK OF 72 RETROSPOT CAKE CASES,24,9/6/2011 17:30,0.55,18115.0,United Kingdom
568451,84879,ASSORTED COLOUR BIRD ORNAMENT,2,9/6/2011 17:30,1.69,18115.0,United Kingdom
568451,22197,SMALL POPCORN HOLDER,24,9/6/2011 17:30,0.85,18115.0,United Kingdom
568451,21754,HOME BUILDING BLOCK WORD,8,9/6/2011 17:30,5.95,18115.0,United Kingdom
568451,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,9/6/2011 17:30,4.25,18115.0,United Kingdom
568451,21754,HOME BUILDING BLOCK WORD,8,9/6/2011 17:30,5.95,18115.0,United Kingdom
568529,47566,PARTY BUNTING,1,9/7/2011 9:18,4.95,12391.0,United Kingdom
568529,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,9/7/2011 9:18,3.39,12391.0,United Kingdom
568529,22633,HAND WARMER UNION JACK,4,9/7/2011 9:18,1.85,12391.0,United Kingdom
568529,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,9/7/2011 9:18,3.39,12391.0,United Kingdom
568529,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,9/7/2011 9:18,3.39,12391.0,United Kingdom
568529,21212,PACK OF 72 RETROSPOT CAKE CASES,12,9/7/2011 9:18,0.55,12391.0,United Kingdom
568529,22197,SMALL POPCORN HOLDER,2,9/7/2011 9:18,0.85,12391.0,United Kingdom
568529,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,9/7/2011 9:18,4.95,12391.0,United Kingdom
568529,22745,POPPY'S PLAYHOUSE BEDROOM,6,9/7/2011 9:18,2.1,12391.0,United Kingdom
568529,22623,BOX OF VINTAGE JIGSAW BLOCKS,24,9/7/2011 9:18,4.95,12391.0,United Kingdom
568529,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/7/2011 9:18,1.69,12391.0,United Kingdom
568529,22633,HAND WARMER UNION JACK,24,9/7/2011 9:18,1.85,12391.0,United Kingdom
568529,20725,LUNCH BAG RED RETROSPOT,48,9/7/2011 9:18,1.65,12391.0,United Kingdom
568529,84406B,CREAM CUPID HEARTS COAT HANGER,3,9/7/2011 9:18,2.75,12391.0,United Kingdom
568601,47566,PARTY BUNTING,12,9/8/2011 9:02,4.95,13559.0,United Kingdom
568601,84406B,CREAM CUPID HEARTS COAT HANGER,1,9/8/2011 9:02,2.75,13559.0,United Kingdom
568601,23084,RABBIT NIGHT LIGHT,2,9/8/2011 9:02,2.08,13559.0,United Kingdom
568601,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,9/8/2011 9:02,4.25,13559.0,United Kingdom
568601,22633,HAND WARMER UNION JACK,6,9/8/2011 9:02,1.85,13559.0,United Kingdom
568601,21755,LOVE BUILDING BLOCK WORD,24,9/8/2011 9:02,5.95,13559.0,United Kingdom
568601,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/8/2011 9:02,1.69,13559.0,United Kingdom
568601,84406B,CREAM CUPID HEARTS COAT HANGER,3,9/8/2011 9:02,2.75,13559.0,United Kingdom
568601,71053,WHITE METAL LANTERN,12,9/8/2011 9:02,3.39,13559.0,United Kingdom
568601,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,9/8/2011 9:02,2.55,13559.0,United Kingdom
568601,22632,HAND WARMER RED POLKA DOT,2,9/8/2011 9:02,1.85,13559.0,United Kingdom
568601,21212,PACK OF 72 RETROSPOT CAKE CASES,48,9/8/2011 9:02,0.55,13559.0,United Kingdom
568601,23084,RABBIT NIGHT LIGHT,12,9/8/2011 9:02,2.08,13559.0,United Kingdom
568601,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,9/8/2011 9:02,4.95,13559.0,United Kingdom
568601,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,9/8/2011 9:02,4.25,13559.0,United Kingdom
568601,22745,POPPY'S PLAYHOUSE BEDROOM,1,9/8/2011 9:02,2.1,13559.0,United Kingdom
568601,22632,HAND WARMER RED POLKA DOT,2,9/8/2011 9:02,1.85,13559.0,United Kingdom
568601,85099B,JUMBO BAG RED RETROSPOT,2,9/8/2011 9:02,1.95,13559.0,United Kingdom
568601,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,9/8/2011 9:02,4.95,13559.0,United Kingdom
568601,23084,RABBIT NIGHT LIGHT,2,9/8/2011 9:02,2.08,13559.0,United Kingdom
568601,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,9/8/2011 9:02,3.39,13559.0,United Kingdom
568676,22613,PACK OF 20 SPACEBOY NAPKINS,12,9/8/2011 15:21,0.85,,United Kingdom
568676,21755,LOVE BUILDING BLOCK WORD,3,9/8/2011 15:21,5.95,,United Kingdom
568676,71053,WHITE METAL LANTERN,6,9/8/2011 15:21,3.39,,United Kingdom
568676,20725,LUNCH BAG RED RETROSPOT,2,9/8/2011 15:21,1.65,,United Kingdom
568676,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,9/8/2011 15:21,3.39,,United Kingdom
568676,22752,SET 7 BABUSHKA NESTING BOXES,48,9/8/2011 15:21,7.65,,United Kingdom
568676,22423,REGENCY CAKESTAND 3 TIER,6,9/8/2011 15:21,12.75,,United Kingdom
568676,71053,WHITE METAL LANTERN,4,9/8/2011 15:21,3.39,,United Kingdom
568676,22913,RED COAT RACK PARIS FASHION,12,9/8/2011 15:21,4.95,,United Kingdom
568676,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,9/8/2011 15:21,4.25,,United Kingdom
568676,22752,SET 7 BABUSHKA NESTING BOXES,1,9/8/2011 15:21,7.65,,United Kingdom
568676,22623,,3,9/8/2011 15:21,4.95,,United Kingdom
568676,48187,DOORMAT NEW ENGLAND,6,9/8/2011 15:21,7.95,,United Kingdom
568737,22423,REGENCY CAKESTAND 3 TIER,8,9/9/2011 10:01,12.75,13858.0,United Kingdom
568737,22197,SMALL POPCORN HOLDER,1,9/9/2011 10:01,0.85,13858.0,United Kingdom
568737,47566,PARTY BUNTING,8,9/9/2011 10:01,4.95,13858.0,United Kingdom
568737,85099B,JUMBO BAG RED RETROSPOT,4,9/9/2011 10:01,1.95,13858.0,United Kingdom
568737,84879,ASSORTED COLOUR BIRD ORNAMENT,48,9/9/2011 10:01,1.69,13858.0,United Kingdom
568737,22748,POPPY'S PLAYHOUSE KITCHEN,12,9/9/2011 10:01,2.1,13858.0,United Kingdom
568737,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,9/9/2011 10:01,3.39,13858.0,United Kingdom
568737,22745,POPPY'S PLAYHOUSE BEDROOM,6,9/9/2011 10:01,2.1,13858.0,United Kingdom
568737,48187,DOORMAT NEW ENGLAND,3,9/9/2011 10:01,7.95,13858.0,United Kingdom
568737,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,9/9/2011 10:01,4.95,13858.0,United Kingdom
568737,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,9/9/2011 10:01,4.95,13858.0,United Kingdom
568737,84879,ASSORTED COLOUR BIRD ORNAMENT,48,9/9/2011 10:01,1.69,13858.0,United Kingdom
568737,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,9/9/2011 10:01,3.39,13858.0,United Kingdom
568737,84406B,CREAM CUPID HEARTS COAT HANGER,3,9/9/2011 10:01,2.75,13858.0,United Kingdom
568737,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,9/9/2011 10:01,4.95,13858.0,United Kingdom
568737,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,9/9/2011 10:01,4.95,13858.0,United Kingdom
568737,22632,HAND WARMER RED POLKA DOT,1,9/9/2011 10:01,1.85,13858.0,United Kingdom
